id,index,district_x,name_x,address,phone,original_name_x,Match,rowid,school,district_y,street,original_name_y,simple_name,district,participating,duped,score
769,769,LAUSD,13619-kittridge-street-elementary,13619 Kittridge St,818-786-7926,Kittridge Street Elementary DL Two-Way Im Armenian,"[('13619 kittridge street elementary', 90.0, '13619-kittridge-street-elementary')]",1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Kittridge Street Elementary(LAUSD),13619-kittridge-street-elementary,,True,False, 90.0
770,770,LAUSD,13619-kittridge-street-elementary,13619 Kittridge St,818-786-7926,Kittridge Street Elementary DL Two-Way Im Spanish,"[('13619 kittridge street elementary', 90.0, '13619-kittridge-street-elementary')]",1699,Kittridge Street Elementary(LAUSD),Los Angeles Unified,13619 Kittridge St.,Kittridge Street Elementary(LAUSD),13619-kittridge-street-elementary,,True,False, 90.0
771,771,LAUSD,11822-knollwood-preparatory-academy,11822 Gerald Ave,818-363-9558,Knollwood Preparatory Academy,"[('11822 knollwood preparatory academy', 100.0, '11822-knollwood-preparatory-academy')]",1700,Knollwood Preparatory Academy(LAUSD),Los Angeles Unified,11822 Gerald Ave.,Knollwood Preparatory Academy(LAUSD),11822-knollwood-preparatory-academy,,True,False, 100.0
772,772,LAUSD,8715-la-salle-avenue-elementary,8715 La Salle Ave,323-759-1161,La Salle Avenue Elementary,"[('8715 la salle avenue elementary', 100.0, '8715-la-salle-avenue-elementary')]",1704,La Salle Avenue Elementary(LAUSD),Los Angeles Unified,8715 La Salle Ave.,La Salle Avenue Elementary(LAUSD),8715-la-salle-avenue-elementary,,True,False, 100.0
773,773,LAUSD,8715-la-salle-avenue-elementary,8715 La Salle Ave,323-759-1161,La Salle Avenue Elementary DL Two-Way Im Spanish,"[('8715 la salle avenue elementary', 90.0, '8715-la-salle-avenue-elementary')]",1704,La Salle Avenue Elementary(LAUSD),Los Angeles Unified,8715 La Salle Ave.,La Salle Avenue Elementary(LAUSD),8715-la-salle-avenue-elementary,,True,False, 90.0
774,774,LAUSD,310-lafayette-park-primary-center,310 S La Fayette Park Pl,213-380-5039,Lafayette Park Primary Center,"[('310 lafayette park primary center', 100.0, '310-lafayette-park-primary-center')]",1705,Lafayette Park Primary Center(LAUSD),Los Angeles Unified,310 South La Fayette Park Pl.,Lafayette Park Primary Center(LAUSD),310-lafayette-park-primary-center,,True,False, 100.0
775,775,LAUSD,6701-lake-balboa-college-preparatory-magnet-k-12,6701 Balboa Blvd,818-342-6133,Lake Balboa College Preparatory Magnet K-12,"[('6701 lake balboa college preparatory magnet k 12', 100.0, '6701-lake-balboa-college-preparatory-magnet-k-12')]",1706,Lake Balboa College Preparatory Magnet K-12(LAUSD),Los Angeles Unified,6701 Balboa Blvd.,Lake Balboa College Preparatory Magnet K-12(LAUSD),6701-lake-balboa-college-preparatory-magnet-k-12,,True,False, 100.0
776,776,LAUSD,135-lake-street-primary,135 N Lake St,213-413-3305,Lake Street Primary School,"[('135 lake street primary', 95.0, '135-lake-street-primary')]",1707,Lake Street Primary(LAUSD),Los Angeles Unified,135 North Lake St.,Lake Street Primary(LAUSD),135-lake-street-primary,,True,False, 95.0
777,777,LAUSD,4241-lanai-road-elementary,4241 Lanai Rd,818-788-1590,Lanai Road Elementary,"[('4241 lanai road elementary', 100.0, '4241-lanai-road-elementary')]",1708,Lanai Road Elementary(LAUSD),Los Angeles Unified,4241 Lanai Rd.,Lanai Road Elementary(LAUSD),4241-lanai-road-elementary,,True,False, 100.0
778,778,LAUSD,8817-langdon-avenue-elementary,8817 Langdon Ave,818-892-0779,Langdon Avenue Elementary,"[('8817 langdon avenue elementary', 100.0, '8817-langdon-avenue-elementary')]",1709,Langdon Avenue Elementary(LAUSD),Los Angeles Unified,8817 Langdon Ave.,Langdon Avenue Elementary(LAUSD),8817-langdon-avenue-elementary,,True,False, 100.0
779,779,LAUSD,5250-lankershim-elementary,5250 Bakman Ave,818-769-3130,Lankershim Elementary,"[('5250 lankershim elementary', 100.0, '5250-lankershim-elementary')]",1710,Lankershim Elementary(LAUSD),Los Angeles Unified,5250 Bakman Ave.,Lankershim Elementary(LAUSD),5250-lankershim-elementary,,True,False, 100.0
780,780,LAUSD,15017-lassen-elementary,15017 Superior St,818-892-8618,Lassen Elementary,"[('15017 lassen elementary', 100.0, '15017-lassen-elementary')]",1711,Lassen Elementary(LAUSD),Los Angeles Unified,15017 Superior St.,Lassen Elementary(LAUSD),15017-lassen-elementary,,True,False, 100.0
781,781,LAUSD,15017-lassen-elementary,15017 Superior St,818-892-8618,Lassen Elementary DL Two-Way Im Spanish,"[('15017 lassen elementary', 90.0, '15017-lassen-elementary')]",1711,Lassen Elementary(LAUSD),Los Angeles Unified,15017 Superior St.,Lassen Elementary(LAUSD),15017-lassen-elementary,,True,False, 90.0
782,782,LAUSD,4312-latona-avenue-elementary,4312 Berenice Ave,323-221-5148,Latona Avenue Elementary,"[('4312 latona avenue elementary', 100.0, '4312-latona-avenue-elementary')]",1712,Latona Avenue Elementary(LAUSD),Los Angeles Unified,4312 Berenice Ave.,Latona Avenue Elementary(LAUSD),4312-latona-avenue-elementary,,True,False, 100.0
783,783,LAUSD,4312-latona-avenue-elementary,4312 Berenice Ave,323-221-5148,Latona Avenue Elementary DL Two-Way Im Spanish,"[('4312 latona avenue elementary', 90.0, '4312-latona-avenue-elementary')]",1712,Latona Avenue Elementary(LAUSD),Los Angeles Unified,4312 Berenice Ave.,Latona Avenue Elementary(LAUSD),4312-latona-avenue-elementary,,True,False, 90.0
784,784,LAUSD,925-laurel-cinematic-arts-creative-tech-magnet,925 N Hayworth Ave,323-654-1930,Laurel Cinematic Arts Creative Tech Magnet,"[('925 laurel cinematic arts creative tech magnet', 100.0, '925-laurel-cinematic-arts-creative-tech-magnet')]",1278,Laurel Cinematic Arts Creative Tech Magnet(LAUSD),Los Angeles Unified,925 North Hayworth Ave.,Laurel Cinematic Arts Creative Tech Magnet(LAUSD),925-laurel-cinematic-arts-creative-tech-magnet,,True,False, 100.0
785,785,LAUSD,,822 W 32nd St,213-749-7179,LAUSD/USC Media Arts/Engineering Magnet,[],0,LAUSD/USC Media Arts/Engineering Magnet (LAUSD),,,,,LAUSD,True,False,
786,786,LAUSD,19302-leapwood-avenue-elementary,19302 Leapwood Ave,310-327-8245,Leapwood Elementary,"[('19302 leapwood avenue elementary', 95.0, '19302-leapwood-avenue-elementary')]",1285,Leapwood Avenue Elementary(LAUSD),Los Angeles Unified,19302 Leapwood Ave.,Leapwood Avenue Elementary(LAUSD),19302-leapwood-avenue-elementary,,True,False, 95.0
787,787,LAUSD,,5225 Tweedy Blvd,323-357-7540,Legacy Senior High Sci Tech Engineering Arts Math,[],0,Legacy Senior High Sci Tech Engineering Arts Math (LAUSD),,,,,LAUSD,True,False,
788,788,LAUSD,5225-visual-and-performing-arts-at-legacy-high-school-complex,5225 Tweedy Blvd,323-357-7531,Legacy Senior High Visual and Performing Arts,"[('5225 visual and performing arts at legacy high school complex', 87.84946236559139, '5225-visual-and-performing-arts-at-legacy-high-school-complex')]",1921,Visual and Performing Arts at Legacy High School Complex(LAUSD),Los Angeles Unified,5225 Tweedy Blvd.,Visual and Performing Arts at Legacy High School Complex(LAUSD),5225-visual-and-performing-arts-at-legacy-high-school-complex,,True,False, 87.84946236559139
789,789,LAUSD,2120-leland-street-elementary,2120 S Leland St,310-832-0505,Leland Street Elementary,"[('2120 leland street elementary', 100.0, '2120-leland-street-elementary')]",1286,Leland Street Elementary(LAUSD),Los Angeles Unified,2120 South Leland St.,Leland Street Elementary(LAUSD),2120-leland-street-elementary,,True,False, 100.0
790,790,LAUSD,2120-leland-street-elementary,2120 S Leland St,310-832-0505,Leland Street Elementary Global Awareness Magnet,"[('2120 leland street elementary', 90.0, '2120-leland-street-elementary')]",1286,Leland Street Elementary(LAUSD),Los Angeles Unified,2120 South Leland St.,Leland Street Elementary(LAUSD),2120-leland-street-elementary,,True,False, 90.0
791,791,LAUSD,17520-lemay-street-elementary,17520 Vanowen St,818-343-4696,Lemay Street Elementary,"[('17520 lemay street elementary', 100.0, '17520-lemay-street-elementary')]",1287,Lemay Street Elementary(LAUSD),Los Angeles Unified,17520 Vanowen St.,Lemay Street Elementary(LAUSD),17520-lemay-street-elementary,,True,False, 100.0
792,792,LAUSD,1260-lenicia-b-weemes-elementary,1260 W 36th Pl,323-733-9186,Lenicia B Weemes Elementary,"[('1260 lenicia b weemes elementary', 100.0, '1260-lenicia-b-weemes-elementary')]",1288,Lenicia B. Weemes Elementary(LAUSD),Los Angeles Unified,1260 West 36th Pl.,Lenicia B. Weemes Elementary(LAUSD),1260-lenicia-b-weemes-elementary,,True,False, 100.0
793,793,LAUSD,2481-leo-politi-elementary,2481 W 11th St,213-480-1244,Leo Politi Elementary,"[('2481 leo politi elementary', 100.0, '2481-leo-politi-elementary')]",1289,Leo Politi Elementary(LAUSD),Los Angeles Unified,2481 West 11th St.,Leo Politi Elementary(LAUSD),2481-leo-politi-elementary,,True,False, 100.0
794,794,LAUSD,4564-lexington-avenue-primary-center,4564 W Lexington Ave,323-644-2884,Lexington Avenue Primary Center,"[('4564 lexington avenue primary center', 100.0, '4564-lexington-avenue-primary-center')]",1290,Lexington Avenue Primary Center(LAUSD),Los Angeles Unified,4564 West Lexington Ave.,Lexington Avenue Primary Center(LAUSD),4564-lexington-avenue-primary-center,,True,False, 100.0
795,795,LAUSD,2728-liberty-boulevard-elementary,2728 Liberty Blvd,323-583-4196,Liberty Boulevard Elementary,"[('2728 liberty boulevard elementary', 100.0, '2728-liberty-boulevard-elementary')]",1291,Liberty Boulevard Elementary(LAUSD),Los Angeles Unified,2728 Liberty Blvd.,Liberty Boulevard Elementary(LAUSD),2728-liberty-boulevard-elementary,,True,False, 100.0
796,796,LAUSD,9373-liggett-street-elementary,9373 Moonbeam Ave,818-892-4388,Liggett Street Elementary,"[('9373 liggett street elementary', 100.0, '9373-liggett-street-elementary')]",1292,Liggett Street Elementary(LAUSD),Los Angeles Unified,9373 Moonbeam Ave.,Liggett Street Elementary(LAUSD),9373-liggett-street-elementary,,True,False, 100.0
797,797,LAUSD,5909-lillian-street-elementary,5909 Lillian St,323-582-0705,Lillian Street Elementary,"[('5909 lillian street elementary', 100.0, '5909-lillian-street-elementary')]",1293,Lillian Street Elementary(LAUSD),Los Angeles Unified,5909 Lillian St.,Lillian Street Elementary(LAUSD),5909-lillian-street-elementary,,True,False, 100.0
798,798,LAUSD,8530-limerick-avenue-elementary,8530 Limerick Ave,818-341-1730,Limerick Avenue Elementary,"[('8530 limerick avenue elementary', 100.0, '8530-limerick-avenue-elementary')]",1769,Limerick Avenue Elementary(LAUSD),Los Angeles Unified,8530 Limerick Ave.,Limerick Avenue Elementary(LAUSD),8530-limerick-avenue-elementary,,True,False, 100.0
799,799,LAUSD,8530-limerick-avenue-elementary,8530 Limerick Ave,818-341-1730,Limerick Avenue Elementary DL Two-Way Im Spanish,"[('8530 limerick avenue elementary', 90.0, '8530-limerick-avenue-elementary')]",1769,Limerick Avenue Elementary(LAUSD),Los Angeles Unified,8530 Limerick Ave.,Limerick Avenue Elementary(LAUSD),8530-limerick-avenue-elementary,,True,False, 90.0
800,800,LAUSD,,3501 N Broadway,323-441-4600,Lincoln ESP Magnet,[],0,Lincoln ESP Magnet (LAUSD),,,,,LAUSD,True,False,
801,801,LAUSD,,6361 Cottage St,323-584-3800,Linda Esperanza Marquez Senior High HPIAM,[],0,Linda Esperanza Marquez Senior High HPIAM (LAUSD),,,,,LAUSD,True,False,
802,802,LAUSD,6361-linda-esperanza-marquez-high-b-libra-academy,6361 Cottage St,323-584-3800,Linda Esperanza Marquez Senior High Libra Academy,"[('6361 linda esperanza marquez high b libra academy', 93.02083333333333, '6361-linda-esperanza-marquez-high-b-libra-academy')]",1771,Linda Esperanza Marquez High B LIBRA Academy(LAUSD),Los Angeles Unified,6361 Cottage St.,Linda Esperanza Marquez High B LIBRA Academy(LAUSD),6361-linda-esperanza-marquez-high-b-libra-academy,,True,False, 93.02083333333333
803,803,LAUSD,6361-linda-esperanza-marquez-high-c-school-of-social-justice,6361 Cottage St,323-584-3800,Linda Esperanza Marquez Senior High Social Justice,"[('6361 linda esperanza marquez high c school of social justice', 88.54368932038835, '6361-linda-esperanza-marquez-high-c-school-of-social-justice')]",1772,Linda Esperanza Marquez High C School of Social Justice(LAUSD),Los Angeles Unified,6361 Cottage St.,Linda Esperanza Marquez High C School of Social Justice(LAUSD),6361-linda-esperanza-marquez-high-c-school-of-social-justice,,True,False, 88.54368932038835
804,804,LAUSD,6170-lockhurst-drive-charter-elementary,6170 Lockhurst Dr,818-888-5280,Lockhurst Drive Charter Elementary,"[('6170 lockhurst drive charter elementary', 100.0, '6170-lockhurst-drive-charter-elementary')]",1777,Lockhurst Drive Charter Elementary(LAUSD),Los Angeles Unified,6170 Lockhurst Dr.,Lockhurst Drive Charter Elementary(LAUSD),6170-lockhurst-drive-charter-elementary,,True,False, 100.0
805,805,LAUSD,4345-lockwood-avenue-elementary,4345 Lockwood Ave,323-662-2101,Lockwood Avenue Elementary,"[('4345 lockwood avenue elementary', 100.0, '4345-lockwood-avenue-elementary')]",1778,Lockwood Avenue Elementary(LAUSD),Los Angeles Unified,4345 Lockwood Ave.,Lockwood Avenue Elementary(LAUSD),4345-lockwood-avenue-elementary,,True,False, 100.0
806,806,LAUSD,,1711 W Montana St,213-413-6353,Logan Academy Globl Ecol Two-Way Im Spanish,[],0,Logan Academy Globl Ecol Two-Way Im Spanish (LAUSD),,,,,LAUSD,True,False,
807,807,LAUSD,1711-logan-academy-of-global-ecology,1711 W Montana St,213-413-6353,Logan Academy of Global Ecology,"[('1711 logan academy of global ecology', 100.0, '1711-logan-academy-of-global-ecology')]",1779,Logan Academy of Global Ecology(LAUSD),Los Angeles Unified,1711 West Montana St.,Logan Academy of Global Ecology(LAUSD),1711-logan-academy-of-global-ecology,,True,False, 100.0
808,808,LAUSD,3629-loma-vista-elementary,3629 E 58th St,323-582-6153,Loma Vista Elementary,"[('3629 loma vista elementary', 100.0, '3629-loma-vista-elementary')]",1780,Loma Vista Elementary(LAUSD),Los Angeles Unified,3629 East 58th St.,Loma Vista Elementary(LAUSD),3629-loma-vista-elementary,,True,False, 100.0
809,809,LAUSD,3629-loma-vista-elementary,3629 E 58th St,323-582-6153,Loma Vista Elementary DL Two-Way Im Spanish,"[('3629 loma vista elementary', 90.0, '3629-loma-vista-elementary')]",1780,Loma Vista Elementary(LAUSD),Los Angeles Unified,3629 East 58th St.,Loma Vista Elementary(LAUSD),3629-loma-vista-elementary,,True,False, 90.0
810,810,LAUSD,2211-lomita-math/science/technology-magnet,2211 247th St,310-784-6700,Lomita Elementary Math/Science/Technology Magnet,"[('2211 lomita math science technology magnet', 95.0, '2211-lomita-math/science/technology-magnet')]",1781,Lomita Math/Science/Technology Magnet(LAUSD),Los Angeles Unified,2211 247th St.,Lomita Math/Science/Technology Magnet(LAUSD),2211-lomita-math/science/technology-magnet,,True,False, 95.0
811,811,LAUSD,830-loren-miller-elementary,830 W 77th St,323-753-4445,Loren Miller Elementary,"[('830 loren miller elementary', 100.0, '830-loren-miller-elementary')]",1782,Loren Miller Elementary(LAUSD),Los Angeles Unified,830 West 77th St.,Loren Miller Elementary(LAUSD),830-loren-miller-elementary,,True,False, 100.0
812,812,LAUSD,1015-lorena-street-elementary,1015 S Lorena St,323-268-1128,Lorena Street Elementary,"[('1015 lorena street elementary', 100.0, '1015-lorena-street-elementary')]",1783,Lorena Street Elementary(LAUSD),Los Angeles Unified,1015 South Lorena St.,Lorena Street Elementary(LAUSD),1015-lorena-street-elementary,,True,False, 100.0
813,813,LAUSD,1015-lorena-street-elementary,1015 S Lorena St,323-268-1128,Lorena Street Elementary DL Two-Way Im Spanish,"[('1015 lorena street elementary', 90.0, '1015-lorena-street-elementary')]",1783,Lorena Street Elementary(LAUSD),Los Angeles Unified,1015 South Lorena St.,Lorena Street Elementary(LAUSD),1015-lorena-street-elementary,,True,False, 90.0
814,814,LAUSD,3408-loreto-street-elementary,3408 Arroyo Seco Ave,323-222-5176,Loreto Street Elementary,"[('3408 loreto street elementary', 100.0, '3408-loreto-street-elementary')]",1784,Loreto Street Elementary(LAUSD),Los Angeles Unified,3408 Arroyo Seco Ave.,Loreto Street Elementary(LAUSD),3408-loreto-street-elementary,,True,False, 100.0
815,815,LAUSD,3408-loreto-street-elementary,3408 Arroyo Seco Ave,323-222-5176,Loreto Street Elementary DL Two-Way Im Spanish,"[('3408 loreto street elementary', 90.0, '3408-loreto-street-elementary')]",1784,Loreto Street Elementary(LAUSD),Los Angeles Unified,3408 Arroyo Seco Ave.,Loreto Street Elementary(LAUSD),3408-loreto-street-elementary,,True,False, 90.0
816,816,LAUSD,17440-lorne-street-elementary,17440 Lorne St,818-342-3123,Lorne Street Elementary,"[('17440 lorne street elementary', 100.0, '17440-lorne-street-elementary')]",1785,Lorne Street Elementary(LAUSD),Los Angeles Unified,17440 Lorne St.,Lorne Street Elementary(LAUSD),17440-lorne-street-elementary,,True,False, 100.0
817,817,LAUSD,17440-lorne-street-elementary,17440 Lorne St,818-344-7556,Lorne Street Elementary Science/Tech/Math Magnet,"[('17440 lorne street elementary', 90.0, '17440-lorne-street-elementary')]",1785,Lorne Street Elementary(LAUSD),Los Angeles Unified,17440 Lorne St.,Lorne Street Elementary(LAUSD),17440-lorne-street-elementary,,True,False, 90.0
818,818,LAUSD,644-los-angeles-academy-middle,644 E 56th St,323-238-1800,Los Angeles Academy Middle School,"[('644 los angeles academy middle', 95.0, '644-los-angeles-academy-middle')]",1786,Los Angeles Academy Middle(LAUSD),Los Angeles Unified,644 East 56th St.,Los Angeles Academy Middle(LAUSD),644-los-angeles-academy-middle,,True,False, 95.0
819,819,LAUSD,644-los-angeles-academy-middle,644 E 56th St,323-238-1800,Los Angeles Academy Middle School STEAM Magnet,"[('644 los angeles academy middle', 90.0, '644-los-angeles-academy-middle')]",1786,Los Angeles Academy Middle(LAUSD),Los Angeles Unified,644 East 56th St.,Los Angeles Academy Middle(LAUSD),644-los-angeles-academy-middle,,True,False, 90.0
820,820,LAUSD,5931-los-angeles-center-for-enriched-studies,5931 W 18th St,323-549-5900,Los Angeles Center for Enriched Studies (LACES) Magnet,"[('5931 los angeles center for enriched studies', 95.0, '5931-los-angeles-center-for-enriched-studies')]",1608,Los Angeles Center for Enriched Studies(LAUSD),Los Angeles Unified,5931 West 18th St.,Los Angeles Center for Enriched Studies(LAUSD),5931-los-angeles-center-for-enriched-studies,,True,False, 95.0
