,district,name,address,city,phone,email,original_name
879,LAUSD,melvin-avenue-elementary-humanities/leadership-magnet-7700-melvin-ave-lausd,7700 Melvin Ave,Reseda,818-886-7171,,Melvin Avenue Elementary Humanities/Leadership Magnet
880,LAUSD,menlo-avenue-elementary-4156-menlo-ave-lausd,4156 Menlo Ave,Los Angeles,323-232-4291,No Data,Menlo Avenue Elementary
881,LAUSD,menlo-avenue-elementary-dl-two-way-im-spanish-4156-menlo-ave-lausd,4156 Menlo Ave,Los Angeles,323-232-4291,,Menlo Avenue Elementary DL Two-Way Im Spanish
882,LAUSD,mervyn-m-dymally-senior-high-8800-s-san-pedro-st-lausd,8800 S San Pedro St,Los Angeles,323-565-4600,No Data,Mervyn M Dymally Senior High
883,LAUSD,mervyn-m-dymally-sh-biomed-science/research-magnet-8800-s-san-pedro-st-lausd,8800 S San Pedro St,Los Angeles,323-565-4600,,Mervyn M Dymally SH Biomed Science/Research Magnet
884,LAUSD,metropolitan-continuation-high-727-s-wilson-st-lausd,727 S Wilson St,Los Angeles,213-623-4272,No Data,Metropolitan Continuation High
885,LAUSD,meyler-street-elementary-1123-w-223rd-st-lausd,1123 W 223rd St,Torrance,310-328-3910,No Data,Meyler Street Elementary
886,LAUSD,meyler-street-elementary-dl-two-way-im-spanish-1123-w-223rd-st-lausd,1123 W 223rd St,Torrance,310-328-3910,No Data,Meyler Street Elementary DL Two-Way Im Spanish
887,LAUSD,michelle-obama-elementary-school-8150-cedros-ave-lausd,8150 Cedros Ave,Panorama City,818-778-5425,No Data,Michelle Obama Elementary School
888,LAUSD,micheltorena-street-dl-two-way-im-spanish-1511-micheltorena-st-lausd,1511 Micheltorena St,Los Angeles,323-661-2125,,Micheltorena Street DL Two-Way Im Spanish
889,LAUSD,micheltorena-street-elementary-1511-micheltorena-st-lausd,1511 Micheltorena St,Los Angeles,323-661-2125,No Data,Micheltorena Street Elementary
890,LAUSD,mid-city's-prescott-school-of-enriched-sciences-3150-w-adams-blvd-lausd,3150 W Adams Blvd,Los Angeles,323-731-9346,No Data,Mid-City's Prescott School of Enriched Sciences
891,LAUSD,middle-college-high-school-1600-imperial-hwy-bldg-16-lausd,1600 Imperial Hwy Bldg 16,Los Angeles,323-418-4700,No Data,Middle College High School
892,LAUSD,middleton-street-elementary-6537-malabar-st-lausd,6537 Malabar St,Huntington Park,323-582-6387,No Data,Middleton Street Elementary
893,LAUSD,middleton-street-primary-center-2410-zoe-ave-lausd,2410 Zoe Ave,Huntington Park,323-826-9533,No Data,Middleton Street Primary Center
894,LAUSD,miguel-contreras-learning-complex---acdemic-ldrshp-community-322-lucas-ave-lausd,322 Lucas Ave,Los Angeles,213-240-3815,,Miguel Contreras Learning Complex - Acdemic Ldrshp Community
895,LAUSD,miguel-contreras-learning-complex---business-and-tourism-322-s-lucas-ave-lausd,322 S Lucas Ave,Los Angeles,213-240-3840,No Data,Miguel Contreras Learning Complex - Business and Tourism
896,LAUSD,miguel-contreras-learning-complex---la-sch-of-global-studies-322-s-lucas-ave-lausd,322 S Lucas Ave,Los Angeles,213-240-3850,,Miguel Contreras Learning Complex - LA Sch of Global Studies
897,LAUSD,miguel-contreras-learning-complex---school-of-social-justice-322-s-lucas-ave-lausd,322 S Lucas Ave,Los Angeles,213-240-3896,No Data,Miguel Contreras Learning Complex - School of Social Justice
898,LAUSD,miles-avenue-elementary-6720-miles-ave-lausd,6720 Miles Ave,Huntington Park,323-588-8296,No Data,Miles Avenue Elementary
899,LAUSD,miles-avenue-elementary-dl-two-way-im-spanish-6720-miles-ave-lausd,6720 Miles Ave,Huntington Park,323-588-8296,,Miles Avenue Elementary DL Two-Way Im Spanish
900,LAUSD,miles-avenue-elementary-science/tech/math-magnet-6720-miles-ave-lausd,6720 Miles Ave,Huntington Park,323-588-8296,,Miles Avenue Elementary Science/Tech/Math Magnet
901,LAUSD,miramonte-elementary-1400-e-68th-st-lausd,1400 E 68th St,Los Angeles,323-583-1257,No Data,Miramonte Elementary
902,LAUSD,miramonte-elementary-dl-two-way-im-spanish-1400-e-68th-st-lausd,1400 E 68th St,Los Angeles,323-583-1257,No Data,Miramonte Elementary DL Two-Way Im Spanish
903,LAUSD,mission-continuation-high-11015-o'melveny-ave-lausd,11015 O'Melveny Ave,San Fernando,818-361-1777,No Data,Mission Continuation High
904,LAUSD,moneta-continuation-high-17951-s-budlong-ave-lausd,17951 S Budlong Ave,Gardena,310-354-4951,No Data,Moneta Continuation High
905,LAUSD,montara-avenue-elementary-10018-montara-ave-lausd,10018 Montara Ave,South Gate,323-567-1451,No Data,Montara Avenue Elementary
906,LAUSD,montara-avenue-elementary-dl-two-way-im-spanish-10018-montara-ave-lausd,10018 Montara Ave,South Gate,323-567-1451,No Data,Montara Avenue Elementary DL Two-Way Im Spanish
907,LAUSD,montara-avenue-elementary-science/tech/math-magnet-10018-montara-ave-lausd,10018 Montara Ave,South Gate,323-567-1451,No Data,Montara Avenue Elementary Science/Tech/Math Magnet
908,LAUSD,monte-vista-street-elementary-5423-monte-vista-st-lausd,5423 Monte Vista St,Los Angeles,323-254-7261,No Data,Monte Vista Street Elementary
909,LAUSD,monte-vista-street-elementary-film/comm-magnet-5423-monte-vista-st-lausd,5423 Monte Vista St,Los Angeles,323-254-7261,No Data,Monte Vista Street Elementary Film/Comm Magnet
910,LAUSD,monterey-continuation-high-466-s-fraser-ave-lausd,466 S Fraser Ave,Los Angeles,323-269-0786,,Monterey Continuation High
911,LAUSD,morningside-elementary-576-n-maclay-ave-lausd,576 N Maclay Ave,San Fernando,818-365-7181,No Data,Morningside Elementary
912,LAUSD,morris-k-hamasaki-el-medical/science-magnet-4865-e-1st-st-lausd,4865 E 1st St,Los Angeles,323-263-3869,,Morris K Hamasaki El Medical/Science Magnet
913,LAUSD,morris-k-hamasaki-medical/science-magnet-4865-e-first-st-lausd,4865 E First St,Los Angeles,323-263-3869,,Morris K Hamasaki Medical/Science Magnet
914,LAUSD,mount-gleason-middle-school-10965-mt-gleason-ave-lausd,10965 Mt Gleason Ave,Sunland,818-951-2580,No Data,Mount Gleason Middle School
915,LAUSD,mount-gleason-middle-school-gifted-magnet-10965-mt-gleason-ave-lausd,10965 Mt Gleason Ave,Sunland,818-951-2580,,Mount Gleason Middle School Gifted Magnet
916,LAUSD,mount-gleason-middle-school-steam-magnet-10965-mt-gleason-ave-lausd,10965 Mt Gleason Ave,Sunland,818-951-2580,,Mount Gleason Middle School STEAM Magnet
917,LAUSD,mount-lukens-continuation-high-7705-summitrose-st-lausd,7705 Summitrose St,Tujunga,818-352-4039,No Data,Mount Lukens Continuation High
918,LAUSD,mount-washington-elementary-3981-san-rafael-ave-lausd,3981 San Rafael Ave,Los Angeles,323-225-8320,No Data,Mount Washington Elementary
919,LAUSD,mountain-view-elementary-6410-olcott-st-lausd,6410 Olcott St,Tujunga,818-352-1616,No Data,Mountain View Elementary
920,LAUSD,mountain-view-elementary-dl-two-way-im-armenian-6410-olcott-st-lausd,6410 Olcott St,Tujunga,818-352-1616,,Mountain View Elementary DL Two-Way Im Armenian
921,LAUSD,multnomah-street-elementary-2101-n-indiana-ave-lausd,2101 N Indiana Ave,Los Angeles,323-225-6005,No Data,Multnomah Street Elementary
922,LAUSD,multnomah-street-elementary-environmental/science-magnet-2101-n-indiana-ave-lausd,2101 N Indiana Ave,Los Angeles,323-223-2511,No Data,Multnomah Street Elementary Environmental/Science Magnet
923,LAUSD,multnomah-street-elementary-gifted-magnet-2101-n-indiana-ave-lausd,2101 N Indiana Ave,Los Angeles,323-225-6005,No Data,Multnomah Street Elementary Gifted Magnet
924,LAUSD,murchison-street-elementary-1501-murchison-st-lausd,1501 Murchison St,Los Angeles,323-222-0148,No Data,Murchison Street Elementary
925,LAUSD,napa-street-elementary-19010-napa-st-lausd,19010 Napa St,Northridge,818-885-1441,No Data,Napa Street Elementary
926,LAUSD,napa-street-elementary-dl-two-way-im-spanish-19010-napa-st-lausd,19010 Napa St,Northridge,818-885-1441,,Napa Street Elementary DL Two-Way Im Spanish
927,LAUSD,narbonne-sh-humanities-&-arts-(harts)-academy-of-los-angeles-24300-western-ave-lausd,24300 Western Ave,Harbor City,310-257-4300,No Data,Narbonne SH-Humanities & Arts (HArts) Academy of Los Angeles
928,LAUSD,nathaniel-narbonne-senior-high-24300-s-western-ave-lausd,24300 S Western Ave,Harbor City,310-257-7100,No Data,Nathaniel Narbonne Senior High
929,LAUSD,nathaniel-narbonne-senior-high-bus/entrep/tech-magnet-24300-s-western-ave-lausd,24300 S Western Ave,Harbor City,310-257-7100,No Data,Nathaniel Narbonne Senior High Bus/Entrep/Tech Magnet
930,LAUSD,nathaniel-narbonne-senior-high-steam-magnet-24300-s-western-ave-lausd,24300 S Western Ave,Harbor City,310-257-7100,No Data,Nathaniel Narbonne Senior High STEAM Magnet
931,LAUSD,nava-college-preparatory-academy-1319-e-41st-st-lausd,1319 E 41st St,Los Angeles,323-235-6800,No Data,Nava College Preparatory Academy
932,LAUSD,nestle-avenue-charter-5060-nestle-ave-lausd,5060 Nestle Ave,Tarzana,818-342-6148,No Data,Nestle Avenue Charter
933,LAUSD,nevada-avenue-elementary-22120-chase-st-lausd,22120 Chase St,West Hills,818-348-2169,No Data,Nevada Avenue Elementary
934,LAUSD,nevada-avenue-elementary-dl-two-way-im-spanish-22120-chase-st-lausd,22120 Chase St,West Hills,818-348-2169,No Data,Nevada Avenue Elementary DL Two-Way Im Spanish
935,LAUSD,nevin-avenue-elementary-1569-e-32nd-st-lausd,1569 E 32nd St,Los Angeles,323-232-2236,No Data,Nevin Avenue Elementary
936,LAUSD,newcastle-elementary-school-6520-newcastle-ave-lausd,6520 Newcastle Ave,Reseda,818-343-8795,No Data,Newcastle Elementary School
937,LAUSD,noble-avenue-elementary-8329-noble-ave-lausd,8329 Noble Ave,North Hills,818-892-1151,No Data,Noble Avenue Elementary
938,LAUSD,nora-sterry-elementary-1730-corinth-ave-lausd,1730 Corinth Ave,Los Angeles,310-473-2172,No Data,Nora Sterry Elementary
939,LAUSD,normandie-avenue-elementary-4505-s-raymond-ave-lausd,4505 S Raymond Ave,Los Angeles,323-294-5171,No Data,Normandie Avenue Elementary
940,LAUSD,normandie-avenue-elementary-dl-two-way-im-spanish-4505-s-raymond-ave-lausd,4505 S Raymond Ave,Los Angeles,323-294-5171,No Data,Normandie Avenue Elementary DL Two-Way Im Spanish
941,LAUSD,normont-elementary-1001-w-253rd-st-lausd,1001 W 253rd St,Harbor City,310-326-5261,No Data,Normont Elementary
942,LAUSD,normont-elementary-dl-two-way-im-spanish-1001-w-253rd-st-lausd,1001 W 253rd St,Harbor City,310-326-5261,No Data,Normont Elementary DL Two-Way Im Spanish
943,LAUSD,north-hollywood-senior-high-5231-colfax-ave-lausd,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High
944,LAUSD,north-hollywood-senior-high-highly-gifted-magnet-5231-colfax-ave-lausd,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High Highly Gifted Magnet
945,LAUSD,north-hollywood-senior-high-la-zoo/biological-science-magnet-5231-colfax-ave-lausd,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High LA Zoo/Biological Science Magnet
946,LAUSD,north-hollywood-senior-high-stem-magnet-5231-colfax-ave-lausd,5231 Colfax Ave,North Hollywood,818-753-6200,No Data,North Hollywood Senior High STEM Magnet
947,LAUSD,northridge-academy-senior-high-9601-zelzah-ave-lausd,9601 Zelzah Ave,Northridge,818-700-2222,No Data,Northridge Academy Senior High
948,LAUSD,northridge-middle-medical-health-careers-magnet-17960-chase-st-lausd,17960 Chase St,Northridge,818-678-5100,,Northridge Middle Medical Health Careers Magnet
949,LAUSD,northridge-middle-school-17960-chase-st-lausd,17960 Chase St,Northridge,818-678-5100,No Data,Northridge Middle School
950,LAUSD,norwood-street-elementary-2020-oak-st-lausd,2020 Oak St,Los Angeles,213-748-3733,No Data,Norwood Street Elementary
951,LAUSD,nueva-vista-elementary-4412-randolph-st-lausd,4412 Randolph St,Bell,323-562-3015,No Data,Nueva Vista Elementary
952,LAUSD,nueva-vista-elementary-visual-and-performing-arts-magnet-4412-randolph-st-lausd,4412 Randolph St,Bell,323-773-5831,,Nueva Vista Elementary Visual and Performing Arts Magnet
953,LAUSD,odyssey-continuation-high-8693-dearborn-ave-lausd,8693 Dearborn Ave,South Gate,323-567-5536,No Data,Odyssey Continuation High
954,LAUSD,olive-vista-middle-school-14600-tyler-st-lausd,14600 Tyler St,Sylmar,818-833-3900,No Data,Olive Vista Middle School
955,LAUSD,olive-vista-middle-school-steam-magnet-14600-tyler-st-lausd,14600 Tyler St,Sylmar,818-833-3900,,Olive Vista Middle School STEAM Magnet
956,LAUSD,oliver-wendell-holmes-middle-school-9351-paso-robles-ave-lausd,9351 Paso Robles Ave,Northridge,818-678-4100,No Data,Oliver Wendell Holmes Middle School
957,LAUSD,oliver-wendell-holmes-ms-international-humanities-magnet-9351-paso-robles-ave-lausd,9351 Paso Robles Ave,Northridge,818-678-4100,,Oliver Wendell Holmes MS International Humanities Magnet
958,LAUSD,olympic-primary-center-950-s-albany-st-lausd,950 S Albany St,Los Angeles,213-739-2753,No Data,Olympic Primary Center
959,LAUSD,o'melveny-elementary-728-woodworth-st-lausd,728 Woodworth St,San Fernando,818-365-5621,No Data,O'Melveny Elementary
960,LAUSD,open-charter-magnet-5540-w-77th-st-lausd,5540 W 77th St,Los Angeles,310-568-0735,No Data,Open Charter Magnet
961,LAUSD,orchard-academies-2b-6411-orchard-ave-lausd,6411 Orchard Ave,Bell,323-826-3900,No Data,Orchard Academies 2B
962,LAUSD,orchard-academies-2c-6411-orchard-ave-lausd,6411 Orchard Ave,Bell,323-826-3900,No Data,Orchard Academies 2C
963,LAUSD,orthopaedic-hospital-senior-high-medical-magnet-300-w-23rd-st-lausd,300 W 23rd St,Los Angeles,213-765-2088,,Orthopaedic Hospital Senior High Medical Magnet
964,LAUSD,orville-wright-engineering-and-design-magnet-6550-w-80th-st-lausd,6550 W 80th St,Los Angeles,310-258-6600,No Data,Orville Wright Engineering and Design Magnet
965,LAUSD,orville-wright-gifted-magnet-6550-w-80th-st-lausd,6550 W 80th St,Los Angeles,310-258-6600,,Orville Wright Gifted Magnet
966,LAUSD,osceola-street-elementary-14940-osceola-st-lausd,14940 Osceola St,Sylmar,818-362-1556,No Data,Osceola Street Elementary
967,LAUSD,overland-avenue-elementary-10650-ashby-ave-lausd,10650 Ashby Ave,Los Angeles,310-838-7308,No Data,Overland Avenue Elementary
968,LAUSD,owensmouth-continuation-high-6921-jordan-ave-lausd,6921 Jordan Ave,Canoga Park,818-340-7663,No Data,Owensmouth Continuation High
969,LAUSD,oxnard-street-elementary-10912-oxnard-st-lausd,10912 Oxnard St,North Hollywood,818-762-3397,No Data,Oxnard Street Elementary
970,LAUSD,pacific-boulevard-school-2660-e-57th-st-lausd,2660 E 57th St,Huntington Pk,323-586-8640,No Data,Pacific Boulevard School
971,LAUSD,pacific-boulevard-school-dl-two-way-im-spanish-5714-pacific-blvd-lausd,5714 Pacific Blvd,Huntington Pk,323-586-8640,,Pacific Boulevard School DL Two-Way Im Spanish
972,LAUSD,pacoima-middle-school-9919-laurel-canyon-blvd-lausd,9919 Laurel Canyon Blvd,Pacoima,818-686-4200,No Data,Pacoima Middle School
973,LAUSD,pacoima-middle-school-computer-science/math-magnet-9919-laurel-canyon-blvd-lausd,9919 Laurel Canyon Blvd,Pacoima,818-686-4200,No Data,Pacoima Middle School Computer Science/Math Magnet
974,LAUSD,pacoima-middle-school-film/media/perf-arts-magnet-9919-laurel-canyon-blvd-lausd,9919 Laurel Canyon Blvd,Pacoima,818-686-4200,,Pacoima Middle School Film/Media/Perf Arts Magnet
975,LAUSD,palisades-charter-elementary-800-via-de-la-paz-lausd,800 Via De La Paz,Pacific Palisades,310-454-3700,No Data,Palisades Charter Elementary
976,LAUSD,palms-elementary-3520-motor-ave-lausd,3520 Motor Ave,Los Angeles,310-838-7337,No Data,Palms Elementary
977,LAUSD,palms-middle-school-10860-woodbine-st-lausd,10860 Woodbine St,Los Angeles,310-253-7600,No Data,Palms Middle School
978,LAUSD,palms-middle-school-gifted-magnet-10860-woodbine-st-lausd,10860 Woodbine St,Los Angeles,310-253-7650,No Data,Palms Middle School Gifted Magnet
979,LAUSD,palms-middle-school-modern-media/comm-magnet-10860-woodbine-st-lausd,10860 Woodbine St,Los Angeles,310-253-7600,,Palms Middle School Modern Media/Comm Magnet
980,LAUSD,panorama-city-elementary-8600-kester-ave-lausd,8600 Kester Ave,Panorama City,818-895-4230,No Data,Panorama City Elementary
981,LAUSD,panorama-senior-high-8015-van-nuys-bl-lausd,8015 Van Nuys Bl,Panorama City,818-909-4500,No Data,Panorama Senior High
982,LAUSD,panorama-senior-high-gifted-steam-magnet-8015-van-nuys-bl-lausd,8015 Van Nuys Bl,Panorama City,818-909-4500,,Panorama Senior High Gifted STEAM Magnet
983,LAUSD,panorama-senior-high-social-justice/lead-magnet-8015-van-nuys-blvd-lausd,8015 Van Nuys Blvd,Panorama City,818-909-4500,,Panorama Senior High Social Justice/Lead Magnet
984,LAUSD,panorama-senior-high-sports-med/info-tech-magnet-8015-van-nuys-blvd-lausd,8015 Van Nuys Blvd,Panorama City,818-909-4500,,Panorama Senior High Sports Med/Info Tech Magnet
985,LAUSD,park-avenue-elementary-8020-park-ave-lausd,8020 Park Ave,Cudahy,323-832-1860,No Data,Park Avenue Elementary
986,LAUSD,park-avenue-elementary-dl-two-way-im-spanish-8020-park-av-lausd,8020 Park Av,Cudahy,323-832-1860,,Park Avenue Elementary DL Two-Way Im Spanish
987,LAUSD,park-western-pl-elementary-gifted/steam-magnet-1214-park-western-pl-lausd,1214 Park Western Pl,San Pedro,310-833-3591,No Data,Park Western Pl Elementary Gifted/STEAM Magnet
988,LAUSD,park-western-place-elementary-1214-park-western-pl-lausd,1214 Park Western Pl,San Pedro,310-833-3591,No Data,Park Western Place Elementary
989,LAUSD,parmelee-avenue-elementary-1338-e-76th-pl-lausd,1338 E 76th Pl,Los Angeles,323-587-4235,No Data,Parmelee Avenue Elementary
990,LAUSD,parmelee-avenue-elementary-dl-two-way-im-spanish-1338-e-76th-pl-lausd,1338 E 76th Pl,Los Angeles,323-587-4235,No Data,Parmelee Avenue Elementary DL Two-Way Im Spanish
991,LAUSD,parthenia-academy-of-arts-and-technology-16825-napa-st-lausd,16825 Napa St,North Hills,818-891-6955,No Data,Parthenia Academy of Arts and Technology
992,LAUSD,paseo-del-rey-elementary-natural-science-magnet-7751-paseo-del-rey-lausd,7751 Paseo Del Rey,Playa Del Rey,310-823-2356,,Paseo del Rey Elementary Natural Science Magnet
993,LAUSD,patrick-henry-middle-school-17340-san-jose-st-lausd,17340 San Jose St,Granada Hills,818-832-3870,No Data,Patrick Henry Middle School
994,LAUSD,patrick-henry-middle-school-computer/math/science-magnet-17340-san-jose-st-lausd,17340 San Jose St,Granada Hills,818-832-3870,,Patrick Henry Middle School Computer/Math/Science Magnet
995,LAUSD,patrick-henry-middle-school-visual-&-performing-arts-magnet-17340-san-jose-st-lausd,17340 San Jose St,Granada Hills,818-832-3870,,Patrick Henry Middle School Visual & Performing Arts Magnet
996,LAUSD,paul-revere-charter-middle-school-1450-allenford-ave-lausd,1450 Allenford Ave,Los Angeles,310-917-4800,No Data,Paul Revere Charter Middle School
997,LAUSD,paul-revere-charter-middle-school-science/tech/math-magnet-1450-allenford-ave-lausd,1450 Allenford Ave,Los Angeles,310-917-4800,No Data,Paul Revere Charter Middle School Science/Tech/Math Magnet
998,LAUSD,phineas-banning-senior-high-1527-lakme-ave-lausd,1527 Lakme Ave,Wilmington,310-847-3700,No Data,Phineas Banning Senior High
999,LAUSD,phineas-banning-senior-high-college-preparatory-magnet-1527-lakme-ave-lausd,1527 Lakme Ave,Wilmington,310-847-3700,,Phineas Banning Senior High College Preparatory Magnet
1000,LAUSD,phineas-banning-senior-high-firefighter-magnet-1527-lakme-ave-lausd,1527 Lakme Ave,Wilmington,310-847-3700,No Data,Phineas Banning Senior High Firefighter Magnet
1001,LAUSD,phineas-banning-senior-high-police-academy-magnet-1527-lakme-ave-lausd,1527 Lakme Ave,Wilmington,310-847-3700,No Data,Phineas Banning Senior High Police Academy Magnet
1002,LAUSD,phineas-banning-senior-high-steam-magnet-1527-lakme-ave-lausd,1527 Lakme Ave,Wilmington,310-847-3700,No Data,Phineas Banning Senior High STEAM Magnet
1003,LAUSD,phoenix-continuation-high-12971-zanja-st-lausd,12971 Zanja St,Los Angeles,310-306-8775,No Data,Phoenix Continuation High
