id,index,district_x,name_x,address_x,phone,original_name_x,devons_key,participating,Match,rowid,school,district_y,address_y,original_name_y,name_y,tap_key,simple_name,district,duped,score
1739,1739,,,,,,,,,291,Camino Nuevo Charter Elementary Academy #2 (Camino Nuevo District),Camino Nuevo District,3400 West 3rd St.,Camino Nuevo Charter Elementary Academy #2 (Camino Nuevo District),Camino Nuevo Charter Elementary Academy #2 ,3400-west-3rd-st-camino-nuevo-charter-elementary-academy-#2--,3400-west-3rd-st-camino-nuevo-charter-elementary-academy-#2--,,True,
1740,1740,,,,,,,,,292,Camino Nuevo Charter Academy #4 (Camino Nuevo District),Camino Nuevo District,1018 Mohawk St.,Camino Nuevo Charter Academy #4 (Camino Nuevo District),Camino Nuevo Charter Academy #4 ,1018-mohawk-st-camino-nuevo-charter-academy-#4--,1018-mohawk-st-camino-nuevo-charter-academy-#4--,,True,
1741,1741,,,,,,,,,293,Camino Nuevo Elementary #3 (Camino Nuevo District),Camino Nuevo District,1723 Cordova St.,Camino Nuevo Elementary #3 (Camino Nuevo District),Camino Nuevo Elementary #3 ,1723-cordova-st-camino-nuevo-elementary-#3--,1723-cordova-st-camino-nuevo-elementary-#3--,,True,
1742,1742,,,,,,,,,295,Castaic Elementary (Castaic Union),Castaic Union,30455 Park Vista Dr.,Castaic Elementary (Castaic Union),Castaic Elementary ,30455-park-vista-dr-castaic-elementary--,30455-park-vista-dr-castaic-elementary--,,True,
1743,1743,,,,,,,,,296,Castaic Middle (Castaic Union),Castaic Union,28900 Hillcrest Pkwy.,Castaic Middle (Castaic Union),Castaic Middle ,28900-hillcrest-pkwy-castaic-middle--,28900-hillcrest-pkwy-castaic-middle--,,True,
1744,1744,,,,,,,,,297,Live Oak Elementary (Castaic Union),Castaic Union,27715 Saddleridge Rd.,Live Oak Elementary (Castaic Union),Live Oak Elementary ,27715-saddleridge-rd-live-oak-elementary--,27715-saddleridge-rd-live-oak-elementary--,,True,
1745,1745,,,,,,,,,298,Non-RIS Preschool CMS (Castaic Union),Castaic Union,28900 Hillcrest Pkwy.,Non-RIS Preschool CMS (Castaic Union),Non-RIS Preschool CMS ,28900-hillcrest-pkwy-non-ris-preschool-cms--,28900-hillcrest-pkwy-non-ris-preschool-cms--,,True,
1746,1746,,,,,,,,,299,Northlake Hills Elementary (Castaic Union),Castaic Union,32545 Ridge Route Rd.,Northlake Hills Elementary (Castaic Union),Northlake Hills Elementary ,32545-ridge-route-rd-northlake-hills-elementary--,32545-ridge-route-rd-northlake-hills-elementary--,,True,
1747,1747,,,,,,,,,300,Trinity Classical Academy (Castaic Union),Castaic Union,28310 Kelly Johnson Pkwy.,Trinity Classical Academy (Castaic Union),Trinity Classical Academy ,28310-kelly-johnson-pkwy-trinity-classical-academy--,28310-kelly-johnson-pkwy-trinity-classical-academy--,,True,
1748,1748,,,,,,,,,301,Tutor Time (Castaic Union),Castaic Union,29421 The Old Rd,Tutor Time (Castaic Union),Tutor Time ,29421-the-old-rd-tutor-time--,29421-the-old-rd-tutor-time--,,True,
1749,1749,,,,,,,,,302,Centinela Valley Unified (Centinela Valley Union High),Centinela Valley Union High,,Centinela Valley Unified (Centinela Valley Union High),Centinela Valley Unified ,-centinela-valley-unified--,-centinela-valley-unified--,,True,
1750,1750,,,,,,,,,303,Centinela Valley Adult (Centinela Valley Union High),Centinela Valley Union High,4951 Marine Ave.,Centinela Valley Adult (Centinela Valley Union High),Centinela Valley Adult ,4951-marine-ave-centinela-valley-adult--,4951-marine-ave-centinela-valley-adult--,,True,
1751,1751,,,,,,,,,304,Centinela Valley Independent Study (Centinela Valley Union High),Centinela Valley Union High,4951 Marine Ave.,Centinela Valley Independent Study (Centinela Valley Union High),Centinela Valley Independent Study ,4951-marine-ave-centinela-valley-independent-study--,4951-marine-ave-centinela-valley-independent-study--,,True,
1752,1752,,,,,,,,,305,Family First Charter (Centinela Valley Union High),Centinela Valley Union High,12500 Ramona Ave.,Family First Charter (Centinela Valley Union High),Family First Charter ,12500-ramona-ave-family-first-charter--,12500-ramona-ave-family-first-charter--,,True,
1753,1753,,,,,,,,,309,New Opportunities Charter (Centinela Valley Union High),Centinela Valley Union High,110 South La Brea Ave.,New Opportunities Charter (Centinela Valley Union High),New Opportunities Charter ,110-south-la-brea-ave-new-opportunities-charter--,110-south-la-brea-ave-new-opportunities-charter--,,True,
1754,1754,,,,,,,,,311,Vistamar School (Centinela Valley Union High),Centinela Valley Union High,737 Hawaii St.,Vistamar School (Centinela Valley Union High),Vistamar School ,737-hawaii-st-vistamar-school--,737-hawaii-st-vistamar-school--,,True,
1755,1755,,,,,,,,,312,Cerritos Community College (Cerritos Community College District),Cerritos Community College District,11110 Alondra Blvd,Cerritos Community College (Cerritos Community College District),Cerritos Community College ,11110-alondra-blvd-cerritos-community-college--,11110-alondra-blvd-cerritos-community-college--,,True,
1756,1756,,,,,,,,,313,Bridges Community Day (Charter Oak Unified),Charter Oak Unified,1505 South Sunflower Ave.,Bridges Community Day (Charter Oak Unified),Bridges Community Day ,1505-south-sunflower-ave-bridges-community-day--,1505-south-sunflower-ave-bridges-community-day--,,True,
1757,1757,,,,,,,,,314,Cedargrove Elementary (Charter Oak Unified),Charter Oak Unified,1209 North Glendora Ave.,Cedargrove Elementary (Charter Oak Unified),Cedargrove Elementary ,1209-north-glendora-ave-cedargrove-elementary--,1209-north-glendora-ave-cedargrove-elementary--,,True,
1758,1758,,,,,,,,,315,Charter Oak Adult Education (Charter Oak Unified),Charter Oak Unified,20350 East Cienega Ave.,Charter Oak Adult Education (Charter Oak Unified),Charter Oak Adult Education ,20350-east-cienega-ave-charter-oak-adult-education--,20350-east-cienega-ave-charter-oak-adult-education--,,True,
1759,1759,,,,,,,,,316,Charter Oak High (Charter Oak Unified),Charter Oak Unified,1430 East Covina Blvd.,Charter Oak High (Charter Oak Unified),Charter Oak High ,1430-east-covina-blvd-charter-oak-high--,1430-east-covina-blvd-charter-oak-high--,,True,
1760,1760,,,,,,,,,317,Glen Oak Elementary (Charter Oak Unified),Charter Oak Unified,1000 North Sunflower Ave.,Glen Oak Elementary (Charter Oak Unified),Glen Oak Elementary ,1000-north-sunflower-ave-glen-oak-elementary--,1000-north-sunflower-ave-glen-oak-elementary--,,True,
1761,1761,,,,,,,,,318,Oak Knoll Alternative (Charter Oak Unified),Charter Oak Unified,1505 South Sunflower Ave.,Oak Knoll Alternative (Charter Oak Unified),Oak Knoll Alternative ,1505-south-sunflower-ave-oak-knoll-alternative--,1505-south-sunflower-ave-oak-knoll-alternative--,,True,
1762,1762,,,,,,,,,319,Royal Oak Middle (Charter Oak Unified),Charter Oak Unified,303 South Glendora Ave.,Royal Oak Middle (Charter Oak Unified),Royal Oak Middle ,303-south-glendora-ave-royal-oak-middle--,303-south-glendora-ave-royal-oak-middle--,,True,
1763,1763,,,,,,,,,320,Sonrise Christian (Charter Oak Unified),Charter Oak Unified,1220 East Ruddock St.,Sonrise Christian (Charter Oak Unified),Sonrise Christian ,1220-east-ruddock-st-sonrise-christian--,1220-east-ruddock-st-sonrise-christian--,,True,
1764,1764,,,,,,,,,321,St. Louise de Marillac School (Charter Oak Unified),Charter Oak Unified,1728 E. Covina Blvd.,St. Louise de Marillac School (Charter Oak Unified),St. Louise de Marillac School ,1728-e-covina-blvd-st-louise-de-marillac-school--,1728-e-covina-blvd-st-louise-de-marillac-school--,,True,
1765,1765,,,,,,,,,322,The Learning Tree (Charter Oak Unified),Charter Oak Unified,1557 East Puente St.,The Learning Tree (Charter Oak Unified),The Learning Tree ,1557-east-puente-st-the-learning-tree--,1557-east-puente-st-the-learning-tree--,,True,
1766,1766,,,,,,,,,323,Washington Elementary (Glendora) (Charter Oak Unified),Charter Oak Unified,325 West Gladstone,Washington Elementary (Glendora) (Charter Oak Unified),Washington Elementary (Glendora) ,325-west-gladstone-washington-elementary-(glendora)--,325-west-gladstone-washington-elementary-(glendora)--,,True,
1767,1767,,,,,,,,,324,Willow Elementary (Charter Oak Unified),Charter Oak Unified,1427 South Willow,Willow Elementary (Charter Oak Unified),Willow Elementary ,1427-south-willow-willow-elementary--,1427-south-willow-willow-elementary--,,True,
1768,1768,,,,,,,,,325,Arrow High (Continuation) (Charter Oak Unified),Charter Oak Unified,1505 South Sunflower Ave.,Arrow High (Continuation) (Charter Oak Unified),Arrow High (Continuation) ,1505-south-sunflower-ave-arrow-high-(continuation)--,1505-south-sunflower-ave-arrow-high-(continuation)--,,True,
1769,1769,,,,,,,,,326,Badillo Elementary (Charter Oak Unified),Charter Oak Unified,1771 East Old Badillo Ave.,Badillo Elementary (Charter Oak Unified),Badillo Elementary ,1771-east-old-badillo-ave-badillo-elementary--,1771-east-old-badillo-ave-badillo-elementary--,,True,
1770,1770,,,,,,,,,327,Citizens of the World Charter School 5 (Citizens of the World District),Citizens of the World District,19452 Hart St.,Citizens of the World Charter School 5 (Citizens of the World District),Citizens of the World Charter School 5 ,19452-hart-st-citizens-of-the-world-charter-school-5--,19452-hart-st-citizens-of-the-world-charter-school-5--,,True,
1771,1771,,,,,,,,,328,Citizens of the World Charter School Hollywood (Citizens of the World District),Citizens of the World District,1316 North Bronson Ave.,Citizens of the World Charter School Hollywood (Citizens of the World District),Citizens of the World Charter School Hollywood ,1316-north-bronson-ave-citizens-of-the-world-charter-school-hollywood--,1316-north-bronson-ave-citizens-of-the-world-charter-school-hollywood--,,True,
1772,1772,,,,,,,,,329,Citizens of the World Charter School Mar Vista (Citizens of the World District),Citizens of the World District,11561 Gateway Blvd.,Citizens of the World Charter School Mar Vista (Citizens of the World District),Citizens of the World Charter School Mar Vista ,11561-gateway-blvd-citizens-of-the-world-charter-school-mar-vista--,11561-gateway-blvd-citizens-of-the-world-charter-school-mar-vista--,,True,
1773,1773,,,,,,,,,330,Citizens of the World Charter School Silver Lake (Citizens of the World District),Citizens of the World District,110 North Coronado St.,Citizens of the World Charter School Silver Lake (Citizens of the World District),Citizens of the World Charter School Silver Lake ,110-north-coronado-st-citizens-of-the-world-charter-school-silver-lake--,110-north-coronado-st-citizens-of-the-world-charter-school-silver-lake--,,True,
1774,1774,,,,,,,,,331,Citrus College (Citrus College District),Citrus College District,,Citrus College (Citrus College District),Citrus College ,-citrus-college--,-citrus-college--,,True,
1775,1775,,,,,,,,,332,Academy of Sports Science (Claremont Unified),Claremont Unified,915 W. Foothill Blvd. C635,Academy of Sports Science (Claremont Unified),Academy of Sports Science ,915-w-foothill-blvd-c635-academy-of-sports-science--,915-w-foothill-blvd-c635-academy-of-sports-science--,,True,
1776,1776,,,,,,,,,333,"California Academy, Claremont (Claremont Unified)",Claremont Unified,1325 N College Ave,"California Academy, Claremont (Claremont Unified)","California Academy, Claremont ","1325-n-college-ave-california-academy,-claremont--","1325-n-college-ave-california-academy,-claremont--",,True,
1777,1777,,,,,,,,,334,Chaparral Elementary (Claremont Unified),Claremont Unified,451 Chaparral Dr.,Chaparral Elementary (Claremont Unified),Chaparral Elementary ,451-chaparral-dr-chaparral-elementary--,451-chaparral-dr-chaparral-elementary--,,True,
1778,1778,,,,,,,,,335,City of Knowledge (Claremont Unified),Claremont Unified,3285 North Garey Ave.,City of Knowledge (Claremont Unified),City of Knowledge ,3285-north-garey-ave-city-of-knowledge--,3285-north-garey-ave-city-of-knowledge--,,True,
1779,1779,,,,,,,,,336,Claremont Adult (Claremont Unified),Claremont Unified,170 West San Jose Ave.,Claremont Adult (Claremont Unified),Claremont Adult ,170-west-san-jose-ave-claremont-adult--,170-west-san-jose-ave-claremont-adult--,,True,
1780,1780,,,,,,,,,337,Claremont High (Claremont Unified),Claremont Unified,1601 North Indian Hill Blvd.,Claremont High (Claremont Unified),Claremont High ,1601-north-indian-hill-blvd-claremont-high--,1601-north-indian-hill-blvd-claremont-high--,,True,
1781,1781,,,,,,,,,338,Community Day (Claremont Unified),Claremont Unified,125 West San Jose Ave.,Community Day (Claremont Unified),Community Day ,125-west-san-jose-ave-community-day--,125-west-san-jose-ave-community-day--,,True,
1782,1782,,,,,,,,,339,Condit Elementary (Claremont Unified),Claremont Unified,1750 North Mountain Ave.,Condit Elementary (Claremont Unified),Condit Elementary ,1750-north-mountain-ave-condit-elementary--,1750-north-mountain-ave-condit-elementary--,,True,
1783,1783,,,,,,,,,340,Danbury Special Education (Claremont Unified),Claremont Unified,1745 Lynoak Dr.,Danbury Special Education (Claremont Unified),Danbury Special Education ,1745-lynoak-dr-danbury-special-education--,1745-lynoak-dr-danbury-special-education--,,True,
1784,1784,,,,,,,,,341,El Roble Intermediate (Claremont Unified),Claremont Unified,665 North Mountain Ave.,El Roble Intermediate (Claremont Unified),El Roble Intermediate ,665-north-mountain-ave-el-roble-intermediate--,665-north-mountain-ave-el-roble-intermediate--,,True,
1785,1785,,,,,,,,,342,Foothill Country Day School (Claremont Unified),Claremont Unified,1035 West Harrison Ave.,Foothill Country Day School (Claremont Unified),Foothill Country Day School ,1035-west-harrison-ave-foothill-country-day-school--,1035-west-harrison-ave-foothill-country-day-school--,,True,
1786,1786,,,,,,,,,343,ICC Community School (Claremont Unified),Claremont Unified,3619 North Garey Ave.,ICC Community School (Claremont Unified),ICC Community School ,3619-north-garey-ave-icc-community-school--,3619-north-garey-ave-icc-community-school--,,True,
1787,1787,,,,,,,,,344,Mountain View Elementary (Claremont Unified),Claremont Unified,851 Santa Clara Ave.,Mountain View Elementary (Claremont Unified),Mountain View Elementary ,851-santa-clara-ave-mountain-view-elementary--,851-santa-clara-ave-mountain-view-elementary--,,True,
1788,1788,,,,,,,,,345,Oakmont Elementary (Claremont Unified),Claremont Unified,120 West Green St.,Oakmont Elementary (Claremont Unified),Oakmont Elementary ,120-west-green-st-oakmont-elementary--,120-west-green-st-oakmont-elementary--,,True,
1789,1789,,,,,,,,,346,Our Lady of the Assumption (Claremont Unified),Claremont Unified,611 West Bonita Ave.,Our Lady of the Assumption (Claremont Unified),Our Lady of the Assumption ,611-west-bonita-ave-our-lady-of-the-assumption--,611-west-bonita-ave-our-lady-of-the-assumption--,,True,
1790,1790,,,,,,,,,347,San Antonio High (Continuation) (Claremont Unified),Claremont Unified,125 West San Jose Ave.,San Antonio High (Continuation) (Claremont Unified),San Antonio High (Continuation) ,125-west-san-jose-ave-san-antonio-high-(continuation)--,125-west-san-jose-ave-san-antonio-high-(continuation)--,,True,
1791,1791,,,,,,,,,348,Sumner Elementary (Claremont Unified),Claremont Unified,1770 Sumner Ave.,Sumner Elementary (Claremont Unified),Sumner Elementary ,1770-sumner-ave-sumner-elementary--,1770-sumner-ave-sumner-elementary--,,True,
1792,1792,,,,,,,,,349,Sycamore Elementary (Claremont Unified),Claremont Unified,225 West Eighth St.,Sycamore Elementary (Claremont Unified),Sycamore Elementary ,225-west-eighth-st-sycamore-elementary--,225-west-eighth-st-sycamore-elementary--,,True,
1793,1793,,,,,,,,,350,The Webb Schools (Claremont Unified),Claremont Unified,1175 West Baseline Rd.,The Webb Schools (Claremont Unified),The Webb Schools ,1175-west-baseline-rd-the-webb-schools--,1175-west-baseline-rd-the-webb-schools--,,True,
1794,1794,,,,,,,,,351,Vista del Valle Elementary (Claremont Unified),Claremont Unified,550 Vista Dr.,Vista del Valle Elementary (Claremont Unified),Vista del Valle Elementary ,550-vista-dr-vista-del-valle-elementary--,550-vista-dr-vista-del-valle-elementary--,,True,
1795,1795,,,,,,,,,352,Western Christian (Claremont Unified),Claremont Unified,3105 Padua Ave,Western Christian (Claremont Unified),Western Christian ,3105-padua-ave-western-christian--,3105-padua-ave-western-christian--,,True,
1796,1796,,,,,,,,,353,Compton College (Compton College District),Compton College District,1111 E Artesia Blvd.,Compton College (Compton College District),Compton College ,1111-e-artesia-blvd-compton-college--,1111-e-artesia-blvd-compton-college--,,True,
1797,1797,,,,,,,,,354,Anderson Elementary (Compton Unified),Compton Unified,2210 East 130th St.,Anderson Elementary (Compton Unified),Anderson Elementary ,2210-east-130th-st-anderson-elementary--,2210-east-130th-st-anderson-elementary--,,True,
1798,1798,,,,,,,,,355,Barack Obama Charter (Compton Unified),Compton Unified,13305 South San Pedro St.,Barack Obama Charter (Compton Unified),Barack Obama Charter ,13305-south-san-pedro-st-barack-obama-charter--,13305-south-san-pedro-st-barack-obama-charter--,,True,
1799,1799,,,,,,,,,356,Bunche Middle (Compton Unified),Compton Unified,12338 Mona Blvd.,Bunche Middle (Compton Unified),Bunche Middle ,12338-mona-blvd-bunche-middle--,12338-mona-blvd-bunche-middle--,,True,
1800,1800,,,,,,,,,357,Bursch Elementary (Compton Unified),Compton Unified,2505 West 156th St.,Bursch Elementary (Compton Unified),Bursch Elementary ,2505-west-156th-st-bursch-elementary--,2505-west-156th-st-bursch-elementary--,,True,
1801,1801,,,,,,,,,358,Carver Elementary (Compton Unified),Compton Unified,1425 East 120th St.,Carver Elementary (Compton Unified),Carver Elementary ,1425-east-120th-st-carver-elementary--,1425-east-120th-st-carver-elementary--,,True,
1802,1802,,,,,,,,,359,Centennial High (Compton Unified),Compton Unified,2606 North Central Ave.,Centennial High (Compton Unified),Centennial High ,2606-north-central-ave-centennial-high--,2606-north-central-ave-centennial-high--,,True,
